Orden|Apellido|Total
3462|LIAÑO|1294
3463|VERDES|1294
3464|TORRO|1293
3465|LOZOYA|1293
3466|CANCHO|1293
3467|FORERO|1292
3468|IRISARRI|1292
3469|CLARO|1291
3470|RABASCO|1290
3471|LEGAZ|1290
3472|ESPARCIA|1290
3473|GALEA|1290
3474|BESCOS|1289
3475|POSADAS|1289
3476|DE LAMO|1289
3477|MONTE|1288
3478|BONMATI|1288
3479|SARANGO|1287
3480|MODREGO|1287
3481|BAÑUELOS|1287
3482|CAÑERO|1286
3483|CHICAIZA|1286
3484|LIZARRALDE|1285
3485|BLANQUER|1285
3486|DOLS|1284
3487|MARQUINEZ|1284
3488|PARRO|1284
3489|RAMAJO|1283
3490|UROZ|1283
3491|BALTASAR|1282
3492|CALAVIA|1282
3493|NIKOLOVA|1282
3494|MANEA|1282
3495|NITA|1282
3496|RUZAFA|1281
3497|DE CELIS|1281
3498|MARCE|1281
3499|PLATAS|1281
3500|CEDILLO|1280
3501|MAIZ|1280
3502|DEZA|1280
3503|OLIVERO|1280
3504|SIMION|1280
3505|MATURANA|1279
3506|BARRENECHEA|1279
3507|MONTERRUBIO|1279
3508|MARTINO|1279
3509|PAVEL|1279
3510|SOUZA|1278
3511|NISTOR|1278
3512|CASELLES|1277
3513|QUINTO|1276
3514|URBIETA|1276
3515|CORTAZAR|1276
3516|PLANES|1276
3517|TERNERO|1276
3518|CAMIÑA|1275
3519|GUAITA|1275
3520|DE ALBA|1275
3521|BUESO|1274
3522|CAMPOVERDE|1274
3523|BURGUERA|1274
3524|RODILLA|1273
3525|MUJICA|1273
3526|MARTE|1273
3527|FANDOS|1272
3528|ESPESO|1272
3529|DE LA OSA|1272
3530|HORNERO|1271
3531|JORDANA|1271
3532|ALMARAZ|1270
3533|CANDAL|1270
3534|MARES|1270
3535|MBAYE|1270
3536|CALDERA|1269
3537|URQUIZA|1268
3538|BRUNA|1268
3539|OROZ|1268
3540|CORTIZO|1268
3541|CEESAY|1268
3542|IANCU|1268
3543|CRETU|1268
3544|ARZA|1267
3545|SUCIU|1266
3546|CAMPA|1265
3547|VIZOSO|1265
3548|ONTIVEROS|1265
3549|ALQUEZAR|1265
3550|BOO|1264
3551|DE LA LLAVE|1264
3552|GAO|1263
3553|BALDO|1262
3554|BARRULL|1262
3555|FITO|1262
3556|SALVAT|1262
3557|MULAS|1261
3558|FERRADAS|1261
3559|GRIÑAN|1261
3560|SEARA|1260
3561|PINDADO|1259
3562|BALLARIN|1258
3563|EL OUAHABI|1258
3564|BOYERO|1257
3565|REBOLLAR|1256
3566|MARGARIT|1256
3567|BELMAR|1255
3568|DONIZ|1255
3569|HILARIO|1254
3570|ENCABO|1254
3571|ARRIERO|1253
3572|TRIANA|1253
3573|TIMON|1253
3574|PACIOS|1251
3575|PORRO|1251
3576|MERLOS|1251
3577|CANALEJO|1250
3578|GAVALDA|1250
3579|NIEVAS|1250
3580|SAN SEBASTIAN|1249
3581|BARCELONA|1248
3582|AVRAM|1248
3583|VILLASANTE|1247
3584|ANIORTE|1246
3585|OLIVAR|1246
3586|LANA|1246
3587|MELENDO|1246
3588|HELLIN|1245
3589|JANEIRO|1245
3590|POUSA|1244
3591|COSTOYA|1244
3592|BRULL|1244
3593|OLIAS|1244
3594|JIMENA|1244
3595|BOGDAN|1244
3596|GOENAGA|1243
3597|ALACID|1243
3598|SANROMAN|1242
3599|MANTEROLA|1242
3600|LLOBERA|1242
3601|BECERRO|1240
3602|TORRERO|1239
3603|PIZA|1239
3604|ROMAGUERA|1239
3605|CAMERO|1238
3606|AUSIN|1238
3607|CARDIEL|1237
3608|CORTADA|1237
3609|VICH|1237
3610|ALEDO|1236
3611|ANEIROS|1236
3612|CABEDO|1236
3613|BUCUR|1236
3614|VERGEL|1235
3615|SANSO|1235
3616|BELCHI|1235
3617|LISTE|1235
3618|BELLA|1234
3619|SANTAMARTA|1231
3620|HOSSAIN|1231
3621|LEIRO|1229
3622|MENCHON|1229
3623|BOFILL|1229
3624|VILLACAMPA|1228
3625|ASCANIO|1228
3626|ARQUERO|1227
3627|GORRIN|1227
3628|CHUMILLAS|1227
3629|BOULLOSA|1227
3630|ANADON|1227
3631|URRA|1227
3632|ALAPONT|1227
3633|PINZON|1225
3634|CAÑAVATE|1225
3635|MONTANE|1225
3636|YORDANOV|1225
3637|TOCA|1224
3638|CARACUEL|1224
3639|ACEBO|1223
3640|REVENGA|1223
3641|SABARIEGO|1223
3642|ESTEVAN|1222
3643|TOBAJAS|1222
3644|GRELA|1221
3645|SANTOLARIA|1221
3646|PEÑUELA|1220
3647|OREA|1220
3648|MARMOLEJO|1220
3649|VILLADA|1220
3650|PARTIDA|1220
3651|SEQUERA|1219
3652|REIXACH|1219
3653|AMBROSIO|1217
3654|ROSAL|1214
3655|BEAS|1214
3656|ALOY|1213
3657|CARRILERO|1213
3658|RANZ|1212
3659|TERRAZAS|1211
3660|LASERNA|1211
3661|AJENJO|1210
3662|LAIN|1209
3663|MONTESINO|1209
3664|OLIVELLA|1209
3665|BESTARD|1208
3666|GRIMALT|1208
3667|VALLVERDU|1207
3668|BAQUEDANO|1206
3669|SAA|1206
3670|ZABALLOS|1205
3671|ABELLEIRA|1205
3672|SERRATO|1204
3673|ZORITA|1204
3674|BOVER|1204
3675|MONTOTO|1204
3676|NOLASCO|1204
3677|HUIDOBRO|1204
3678|SILVAN|1204
3679|PERA|1203
3680|PEÑALBA|1202
3681|BASTERRA|1202
3682|CASADEVALL|1201
3683|GILA|1200
3684|JOFRE|1200
3685|ALABAU|1199
3686|HERRUZO|1199
3687|CABALLO|1198
3688|FABRE|1198
3689|MEHMOOD|1198
3690|CALDERIN|1197
3691|SARRIO|1197
3692|PEDROCHE|1197
3693|CROS|1196
3694|ARRONDO|1195
3695|SANTILLANA|1194
3696|GENE|1193
3697|CERDEIRA|1193
3698|RELAÑO|1193
3699|PRETEL|1192
3700|OSMA|1192
3701|PUNZANO|1192
3702|GALLASTEGUI|1192
3703|ANGUIANO|1192
3704|ERAZO|1192
3705|ZANON|1191
3706|DE LA CONCEPCION|1191
3707|IPARRAGUIRRE|1191
3708|WHITE|1191
3709|IBARZ|1190
3710|MOLEDO|1190
3711|ALFAYA|1190
3712|CORBELLA|1189
3713|EVANS|1188
3714|ECHANIZ|1187
3715|IBARROLA|1187
3716|MONEO|1187
3717|MAHIQUES|1187
3718|CARCEDO|1187
3719|HAJJI|1187
3720|GARI|1186
3721|TEBA|1186
3722|TORIJA|1185
3723|TITOS|1185
3724|JOYA|1184
3725|RIBELLES|1184
3726|TOAPANTA|1184
3727|MAÑE|1184
3728|ASUNCION|1183
3729|CORTIÑAS|1183
3730|GUERREIRO|1182
3731|ROSU|1182
3732|ZUAZO|1181
3733|PUYOL|1181
3734|PERICAS|1180
3735|MORANO|1180
3736|JULVE|1179
3737|DANIEL|1179
3738|QUILIS|1178
3739|ALIA|1178
3740|TABOAS|1178
3741|GABARRO|1178
3742|GATA|1177
3743|LIARTE|1177
3744|TORRANO|1177
3745|CRISAN|1177
3746|QUIÑONEZ|1176
3747|BUISAN|1175
3748|PIQUERO|1175
3749|LUZ|1175
3750|AGREDA|1175
3751|ECIJA|1175
3752|MORET|1175
3753|LOURO|1174
3754|ABALDE|1174
3755|LIRIA|1171
3756|VIDALES|1171
3757|BOTIA|1171
3758|ENTRENA|1171
3759|CAYON|1171
3760|DE ALMEIDA|1170
3761|MANZANEDO|1170
3762|COLLAZOS|1170
3763|BERRAL|1169
3764|CAPELLAN|1169
3765|VIÑUALES|1169
3766|JUANOLA|1168
3767|LORENZANA|1168
3768|BRAOJOS|1167
3769|AIZPURU|1166
3770|VELAYOS|1166
3771|LIZCANO|1165
3772|JACINTO|1165
3773|OCA|1165
3774|ARCA|1165
3775|GRILLO|1164
3776|PAULINO|1164
3777|NAVIA|1164
3778|SANGUESA|1164
3779|DIESTE|1164
3780|BENEDITO|1163
3781|SILLA|1163
3782|ORO|1162
3783|BARCA|1162
3784|CIURANA|1161
3785|DE MARCOS|1161
3786|MARINO|1161
3787|FERRIOL|1160
3788|SOLDEVILLA|1159
3789|AROSTEGUI|1158
3790|LANDETE|1158
3791|MICHELENA|1158
3792|CANDON|1158
3793|CAGIGAS|1158
3794|ALCONCHEL|1157
3795|CHARRO|1157
3796|IACOB|1157
3797|PERPIÑA|1156
3798|MON|1156
3799|FRADE|1155
3800|CARABIAS|1155
3801|VAAMONDE|1155
3802|ANGELOV|1155
3803|GUEROLA|1154
3804|CERCOS|1154
3805|COLMENAR|1154
3806|ALTES|1153
3807|GINE|1153
3808|RUBERT|1153
3809|NARRO|1152
3810|CAIZA|1151
3811|KADDOURI|1151
3812|ROBINSON|1151
3813|DIAKITE|1151
3814|GANUZA|1150
3815|ACEBAL|1150
3816|GAMO|1150
3817|CAMPELO|1150
3818|ARASA|1149
3819|BUIGUES|1149
3820|GALVAÑ|1149
3821|AISA|1149
3822|BACH|1149
3823|ROSES|1149
3824|WALKER|1149
3825|CAI|1149
3826|CASIMIRO|1148
3827|PADROS|1147
3828|RETAMERO|1146
3829|CABAL|1146
3830|RAEZ|1145
3831|ARRAEZ|1145
3832|TRAVE|1144
3833|RIVES|1144
3834|ESTELA|1144
3835|COPADO|1143
3836|BUADES|1143
3837|NOGUEROL|1142
3838|CALZON|1142
3839|NOLLA|1142
3840|MARCELO|1140
3841|LIMONES|1140
3842|MENGIBAR|1139
3843|LARRAURI|1139
3844|CERECEDA|1139
3845|BROCAL|1139
3846|BIBI|1139
3847|CALPE|1138
3848|VICIOSO|1137
3849|ASTIGARRAGA|1137
3850|BORRULL|1137
3851|SUBIRA|1137
3852|DOCE|1137
3853|AMER|1137
3854|CONDORI|1136
3855|DEL BARCO|1135
3856|EIRAS|1135
3857|VIRGILI|1135
3858|GARRIGUES|1135
3859|REVIRIEGO|1135
3860|SYLLA|1135
3861|DASI|1134
3862|TAUSTE|1133
3863|ILIEV|1133
3864|KIM|1133
3865|LECUONA|1132
3866|SENDIN|1132
3867|PUBILL|1131
3868|BARDAJI|1131
3869|NORTES|1131
3870|MONTES DE OCA|1131
3871|LINERO|1131
3872|BORDES|1131
3873|ALDAZ|1131
3874|VALENTI|1131
3875|GALLEN|1130
3876|GAREA|1130
3877|ANGOSTO|1130
3878|PARADELA|1129
3879|BEGINES|1129
3880|ALMONTE|1129
3881|ABELENDA|1128
